clip_name,start_time,end_time,label
TV-20220112-2020-3600.webl.h264_222,111.852,135.836,4
TV-20220112-2020-3600.webl.h264_223,135.922,142.836,1
TV-20220112-2020-3600.webl.h264_224,142.842,170.615,2
TV-20220112-2020-3600.webl.h264_225,170.615,180.563,1
TV-20220112-2020-3600.webl.h264_226,227.114,244.763,1
TV-20220112-2020-3600.webl.h264_227,244.774,254.121,4
TV-20220112-2020-3600.webl.h264_228,254.121,265.772,1
TV-20220112-2020-3600.webl.h264_229,265.772,277.894,4
TV-20220112-2020-3600.webl.h264_230,277.91,286.094,1
TV-20220112-2020-3600.webl.h264_231,307.894,312.478,1
TV-20220112-2020-3600.webl.h264_232,312.478,324.005,4
TV-20220112-2020-3600.webl.h264_233,324.021,332.805,1
TV-20220112-2020-3600.webl.h264_234,332.836,344.726,4
