clip_name,start_time,end_time,label_0,label_1
TV-20230116-2021-1400.webl.h264_423,109.339,136.55,1,1
TV-20230116-2021-1400.webl.h264_424,136.673,151.07,2,5
TV-20230116-2021-1400.webl.h264_425,151.63,159.21,1,1
TV-20230116-2021-1400.webl.h264_426,160.123,171.713,2,5
TV-20230116-2021-1400.webl.h264_427,172.49,177.27,1,1
TV-20230116-2021-1400.webl.h264_428,178.188,194.097,2,5
TV-20230116-2021-1400.webl.h264_429,194.378,206.214,1,1
TV-20230116-2021-1400.webl.h264_430,207.48,212.448,0,0
TV-20230116-2021-1400.webl.h264_431,213.728,239.604,1,1
TV-20230116-2021-1400.webl.h264_432,240.571,243.457,0,0
TV-20230116-2021-1400.webl.h264_433,244.87,285.334,1,1
TV-20230116-2021-1400.webl.h264_434,286.429,319.31,0,0
TV-20230116-2021-1400.webl.h264_435,320.682,396.24,1,1
TV-20230116-2021-1400.webl.h264_436,397.08,407.038,2,5
TV-20230116-2021-1400.webl.h264_437,407.828,417.793,1,1
TV-20230116-2021-1400.webl.h264_438,419.077,441.084,0,0
TV-20230116-2021-1400.webl.h264_439,442.263,466.673,1,1
TV-20230116-2021-1400.webl.h264_440,467.018,479.799,2,5
TV-20230116-2021-1400.webl.h264_441,480.903,499.31,1,1
TV-20230116-2021-1400.webl.h264_442,499.524,514.78,2,5
TV-20230116-2021-1400.webl.h264_443,515.476,527.835,1,1
TV-20230116-2021-1400.webl.h264_444,529.153,616.518,0,0
TV-20230116-2021-1400.webl.h264_445,618.097,633.627,1,1
TV-20230116-2021-1400.webl.h264_446,634.537,652.83,2,5
TV-20230116-2021-1400.webl.h264_447,653.579,667.69,1,1
TV-20230116-2021-1400.webl.h264_448,668.285,685.614,2,3
TV-20230116-2021-1400.webl.h264_449,685.908,708.67,1,1
TV-20230116-2021-1400.webl.h264_450,710.25,769.839,0,0
TV-20230116-2021-1400.webl.h264_451,771.239,807.622,1,1
TV-20230116-2021-1400.webl.h264_452,807.768,809.737,2,2
TV-20230116-2021-1400.webl.h264_453,810.628,822.943,1,1
TV-20230116-2021-1400.webl.h264_454,823.319,827.666,2,2
TV-20230116-2021-1400.webl.h264_455,848.751,861.79,2,2
TV-20230116-2021-1400.webl.h264_456,861.959,866.889,1,1
TV-20230116-2021-1400.webl.h264_457,871.072,875.35,0,0
TV-20230116-2021-1400.webl.h264_458,876.34,920.93,1,1
TV-20230116-2021-1400.webl.h264_459,923.762,937.874,0,0
TV-20230104-2024-3400.webl.h264_460,4.45,7.538,0,0
TV-20230104-2024-3400.webl.h264_461,15.152,17.741,0,0
TV-20230104-2024-3400.webl.h264_462,17.798,47.299,0,0
TV-20230104-2024-3400.webl.h264_463,48.358,81.212,1,1
TV-20230104-2024-3400.webl.h264_464,81.372,88.554,2,5
TV-20230104-2024-3400.webl.h264_465,89.466,124.08,1,1
TV-20230104-2024-3400.webl.h264_466,124.559,133.459,2,5
TV-20230104-2024-3400.webl.h264_467,133.831,144.261,1,1
TV-20230104-2024-3400.webl.h264_468,145.361,151.31,0,0
TV-20230104-2024-3400.webl.h264_469,153.681,207.46,1,1
TV-20230104-2024-3400.webl.h264_470,208.272,238.29,0,0
TV-20230104-2024-3400.webl.h264_471,238.857,263.325,1,1
TV-20230104-2024-3400.webl.h264_472,263.885,280.43,2,5
TV-20230104-2024-3400.webl.h264_473,280.789,310.27,1,1
TV-20230104-2024-3400.webl.h264_474,310.622,330.156,2,3
TV-20230104-2024-3400.webl.h264_475,331.042,348.295,1,1
TV-20230104-2024-3400.webl.h264_476,349.368,381.967,0,0
TV-20230104-2024-3400.webl.h264_477,382.914,402.905,0,0
TV-20230104-2024-3400.webl.h264_478,404.261,428.15,2,4
TV-20230104-2024-3400.webl.h264_479,428.62,436.86,2,4
TV-20230104-2024-3400.webl.h264_480,437.412,451.366,0,0
TV-20230104-2024-3400.webl.h264_481,451.596,463.43,2,3
TV-20230104-2024-3400.webl.h264_482,463.873,473.929,1,1
TV-20230104-2024-3400.webl.h264_483,474.521,490.738,2,3
TV-20230104-2024-3400.webl.h264_484,490.834,499.763,1,1
TV-20230104-2024-3400.webl.h264_485,500.017,508.77,2,3
TV-20230104-2024-3400.webl.h264_486,508.922,517.105,1,1
TV-20230104-2024-3400.webl.h264_487,518.444,548.016,0,0
TV-20230104-2024-3400.webl.h264_488,549.033,566.905,1,1
TV-20230104-2024-3400.webl.h264_489,568.325,577.86,2,5
TV-20230104-2024-3400.webl.h264_490,578.226,595.96,1,1
TV-20230104-2024-3400.webl.h264_491,596.348,604.77,2,5
TV-20230104-2024-3400.webl.h264_492,604.772,618.276,2,5
TV-20230104-2024-3400.webl.h264_493,618.701,654.24,1,1
TV-20230104-2024-3400.webl.h264_494,655.05,756.84,0,0
TV-20230104-2024-3400.webl.h264_495,758.03,828.51,1,1
TV-20230104-2024-3400.webl.h264_496,830.497,855.25,0,0
TV-20230104-2024-3400.webl.h264_497,855.899,903.75,1,1
TV-20230104-2024-3400.webl.h264_498,905.597,921.313,0,0
TV-20220116-2023-3500.webl.h264_499,51.5,62.05,1,1
TV-20220116-2023-3500.webl.h264_500,62.05,72.89,2,3
TV-20220116-2023-3500.webl.h264_501,72.91,84.406,1,1
TV-20220116-2023-3500.webl.h264_502,84.44,98.55,2,4
TV-20220116-2023-3500.webl.h264_503,98.55,138.76,1,1
TV-20220116-2023-3500.webl.h264_504,138.76,146.92,2,4
TV-20220116-2023-3500.webl.h264_505,146.92,156.609,1,1
TV-20220116-2023-3500.webl.h264_506,156.609,170.19,2,5
TV-20220116-2023-3500.webl.h264_507,170.2,183.57,1,1
TV-20220116-2023-3500.webl.h264_508,183.57,234.58,0,0
TV-20220116-2023-3500.webl.h264_509,255.181,270.19,1,1
TV-20220116-2023-3500.webl.h264_510,270.25,276.77,2,4
TV-20220116-2023-3500.webl.h264_511,276.922,307.222,1,1
TV-20220116-2023-3500.webl.h264_512,307.222,322.86,2,5
TV-20220116-2023-3500.webl.h264_513,322.86,335.817,1,1
TV-20220116-2023-3500.webl.h264_514,335.817,352.18,1,1
TV-20220108-2023-3400.webl.h264_515,15.76,60.4,0,0
TV-20220108-2023-3400.webl.h264_516,60.4,84.82,1,1
TV-20220108-2023-3400.webl.h264_517,84.84,97.164,2,5
TV-20220108-2023-3400.webl.h264_518,97.251,135.656,1,1
TV-20220108-2023-3400.webl.h264_519,135.656,152.268,2,3
TV-20220108-2023-3400.webl.h264_520,152.299,172.728,1,1
TV-20220108-2023-3400.webl.h264_521,172.728,185.044,2,5
TV-20220108-2023-3400.webl.h264_522,185.044,192.8,1,1
TV-20220108-2023-3400.webl.h264_523,192.835,211.686,0,0
TV-20220108-2023-3400.webl.h264_524,211.704,225.343,1,1
TV-20220108-2023-3400.webl.h264_525,225.343,241.089,2,4
TV-20220108-2023-3400.webl.h264_526,241.089,261.91,1,1
TV-20220108-2023-3400.webl.h264_527,262.029,268.611,2,4
TV-20220108-2023-3400.webl.h264_528,268.641,291.223,1,1
TV-20220108-2023-3400.webl.h264_529,291.417,308.742,2,2
TV-20220108-2023-3400.webl.h264_530,309.0,324.104,1,1
TV-20220108-2023-3400.webl.h264_531,324.119,347.47,0,0
TV-20220112-2020-3600.webl.h264_532,15.48,43.71,0,0
TV-20220112-2020-3600.webl.h264_533,43.721,54.172,1,1
TV-20220112-2020-3600.webl.h264_534,54.3,74.647,2,5
TV-20220112-2020-3600.webl.h264_535,74.647,85.652,1,1
TV-20220112-2020-3600.webl.h264_536,85.652,95.289,2,4
TV-20220112-2020-3600.webl.h264_537,95.289,102.847,2,4
TV-20220112-2020-3600.webl.h264_538,102.847,111.836,1,1
TV-20220112-2020-3600.webl.h264_539,111.852,135.836,2,3
TV-20220112-2020-3600.webl.h264_540,135.922,142.836,1,1
TV-20220112-2020-3600.webl.h264_541,142.842,170.615,2,3
TV-20220112-2020-3600.webl.h264_542,170.615,180.563,1,1
TV-20220112-2020-3600.webl.h264_543,180.621,227.094,0,0
TV-20220112-2020-3600.webl.h264_544,227.114,244.763,1,1
TV-20220112-2020-3600.webl.h264_545,244.774,254.121,2,5
TV-20220112-2020-3600.webl.h264_546,254.121,265.772,1,1
TV-20220112-2020-3600.webl.h264_547,265.772,277.894,2,5
TV-20220112-2020-3600.webl.h264_548,277.91,286.094,1,1
TV-20220112-2020-3600.webl.h264_549,297.426,307.889,2,5
TV-20220112-2020-3600.webl.h264_550,307.894,312.478,1,1
TV-20220112-2020-3600.webl.h264_551,312.478,324.005,2,5
TV-20220112-2020-3600.webl.h264_552,324.021,332.805,1,1
TV-20220112-2020-3600.webl.h264_553,332.836,344.726,2,5
COMPACTTV-2023-02-17-4cdf6691_1,11.603,21.018,0,0
COMPACTTV-2023-02-17-4cdf6691_2,22.67,37.246,1,1
COMPACTTV-2023-02-17-4cdf6691_3,38.245,53.973,0,0
COMPACTTV-2023-02-17-4cdf6691_4,53.973,119.563,1,1
COMPACTTV-2023-02-17-4cdf6691_5,120.09,123.19,0,0
COMPACTTV-2023-02-17-4cdf6691_6,124.37,191.832,1,1
COMPACTTV-2023-02-17-4cdf6691_7,192.672,206.389,0,0
COMPACTTV-2023-02-17-4cdf6691_8,206.62,260.85,2,3
COMPACTTV-2023-02-17-4cdf6691_9,260.85,282.913,0,0
COMPACTTV-2023-02-17-4cdf6691_10,282.913,299.05,2,5
COMPACTTV-2023-02-17-4cdf6691_11,299.06,311.961,0,0
COMPACTTV-2023-02-17-4cdf6691_12,317.214,419.07,1,1
COMPACTTV-2023-02-17-4cdf6691_13,419.84,478.72,1,1
COMPACTTV-2023-02-17-4cdf6691_14,478.72,479.05,1,1
COMPACTTV-2023-02-17-4cdf6691_15,479.103,490.31,1,1
COMPACTTV-2023-02-17-4cdf6691_16,490.313,555.85,1,1
COMPACTTV-2023-02-17-4cdf6691_17,555.85,581.48,1,1
COMPACTTV-2023-02-17-4cdf6691_18,581.48,581.854,1,1
COMPACTTV-2023-02-17-4cdf6691_19,581.854,614.55,1,1
COMPACTTV-2023-02-17-4cdf6691_20,614.95,629.359,1,1
COMPACTTV-2023-02-17-4cdf6691_21,629.359,715.202,1,1
COMPACTTV-2023-02-17-4cdf6691_22,715.63,738.583,1,1
COMPACTTV-2023-02-17-4cdf6691_23,739.746,756.344,1,1
COMPACTTV-2023-02-17-4cdf6691_24,775.393,793.561,2,5
COMPACTTV-2023-02-17-4cdf6691_25,800.762,828.02,0,0
COMPACTTV-2023-02-17-4cdf6691_26,831.2,837.81,1,1
COMPACTTV-2023-02-17-4cdf6691_27,837.962,864.363,2,2
COMPACTTV-2023-02-17-4cdf6691_28,864.583,867.394,1,1
COMPACTTV-2023-02-17-4cdf6691_29,867.602,887.038,2,2
COMPACTTV-2023-02-17-4cdf6691_30,887.278,893.03,1,1
COMPACTTV-2023-02-17-4cdf6691_31,893.063,913.441,2,2
COMPACTTV-2023-02-17-4cdf6691_32,913.642,929.217,1,1
COMPACTTV-2023-02-17-4cdf6691_33,932.113,934.671,2,2
COMPACTTV-2023-02-17-4cdf6691_34,937.744,946.231,0,0
COMPACTTV-2023-02-17-4cdf6691_35,947.398,1098.431,1,1
COMPACTTV-2023-02-17-4cdf6691_36,1099.153,1124.043,0,0
COMPACTTV-2023-02-17-4cdf6691_37,1127.22,1153.434,1,1
compacttv_2022_01_26_wzQkoDUGMSA_38,94.033,120.44,0,0
compacttv_2022_01_26_wzQkoDUGMSA_39,120.44,126.25,1,1
compacttv_2022_01_26_wzQkoDUGMSA_40,145.39,156.55,1,1
compacttv_2022_01_26_wzQkoDUGMSA_41,156.55,195.86,1,1
compacttv_2022_01_26_wzQkoDUGMSA_42,195.86,240.266,0,0
compacttv_2022_01_26_wzQkoDUGMSA_43,659.72,695.04,0,0
compacttv_2022_01_26_wzQkoDUGMSA_44,695.04,705.058,1,1
compacttv_2022_01_26_wzQkoDUGMSA_45,705.092,720.857,2,3
compacttv_2022_01_26_wzQkoDUGMSA_46,720.886,748.44,1,1
compacttv_2022_01_26_wzQkoDUGMSA_47,748.45,765.17,2,3
compacttv_2022_01_26_wzQkoDUGMSA_48,765.18,768.8,1,1
compacttv_2022_01_21_l8TwbvtsSkc_49,190.508,199.809,2,4
compacttv_2022_01_21_l8TwbvtsSkc_50,199.809,215.34,1,1
compacttv_2022_01_21_l8TwbvtsSkc_51,215.34,229.579,2,4
compacttv_2022_01_21_l8TwbvtsSkc_52,229.579,237.4,1,1
compacttv_2022_01_11__kAfWRM5wZQ_53,105.96,123.52,1,1
compacttv_2022_01_11__kAfWRM5wZQ_54,165.47,196.86,1,1
compacttv_2022_01_11__kAfWRM5wZQ_55,196.87,231.97,0,0
COMPACTTV-2023-02-20-affc3668_56,12.506,22.139,0,0
COMPACTTV-2023-02-20-affc3668_57,23.458,38.387,1,1
COMPACTTV-2023-02-20-affc3668_58,39.461,59.235,0,0
COMPACTTV-2023-02-20-affc3668_59,59.367,135.934,1,1
COMPACTTV-2023-02-20-affc3668_60,136.166,138.955,0,0
COMPACTTV-2023-02-20-affc3668_61,139.96,214.768,1,1
COMPACTTV-2023-02-20-affc3668_62,216.297,236.77,0,0
COMPACTTV-2023-02-20-affc3668_63,238.479,248.276,2,5
COMPACTTV-2023-02-20-affc3668_64,252.78,266.93,2,5
COMPACTTV-2023-02-20-affc3668_65,269.578,292.239,1,1
COMPACTTV-2023-02-20-affc3668_66,300.193,320.634,2,5
COMPACTTV-2023-02-20-affc3668_67,322.151,340.491,1,1
COMPACTTV-2023-02-20-affc3668_68,349.524,365.271,0,0
COMPACTTV-2023-02-20-affc3668_69,372.192,419.59,0,0
COMPACTTV-2023-02-20-affc3668_70,423.459,499.14,1,1
COMPACTTV-2023-02-20-affc3668_71,499.226,649.891,1,1
COMPACTTV-2023-02-20-affc3668_72,649.95,717.017,1,1
COMPACTTV-2023-02-20-affc3668_73,717.296,798.62,1,1
COMPACTTV-2023-02-20-affc3668_74,798.826,872.944,1,1
COMPACTTV-2023-02-20-affc3668_75,873.367,970.671,1,1
COMPACTTV-2023-02-20-affc3668_76,972.05,983.714,1,1
COMPACTTV-2023-02-20-affc3668_77,987.666,1005.978,0,0
COMPACTTV-2023-02-20-affc3668_78,1014.549,1020.961,1,1
COMPACTTV-2023-02-20-affc3668_79,1020.961,1088.605,2,2
COMPACTTV-2023-02-20-affc3668_80,1089.129,1100.35,0,0
COMPACTTV-2023-02-20-affc3668_81,1101.502,1263.8,1,1
COMPACTTV-2023-02-20-affc3668_82,1264.932,1288.486,0,0
COMPACTTV-2023-02-20-affc3668_83,1293.851,1297.411,1,1
COMPACTTV-2023-02-20-affc3668_84,1302.47,1310.296,2,5
COMPACTTV-2023-02-02-e1d6c7b5_85,12.277,20.596,0,0
COMPACTTV-2023-02-02-e1d6c7b5_86,20.999,37.282,1,1
COMPACTTV-2023-02-02-e1d6c7b5_87,37.84,54.636,0,0
COMPACTTV-2023-02-02-e1d6c7b5_88,55.149,129.527,1,1
COMPACTTV-2023-02-02-e1d6c7b5_89,129.604,134.869,0,0
COMPACTTV-2023-02-02-e1d6c7b5_90,136.22,216.948,1,1
COMPACTTV-2023-02-02-e1d6c7b5_91,217.165,233.565,0,0
COMPACTTV-2023-02-02-e1d6c7b5_92,234.617,361.216,1,1
COMPACTTV-2023-02-02-e1d6c7b5_93,368.213,384.417,0,0
COMPACTTV-2023-02-02-e1d6c7b5_94,385.075,432.34,2,5
COMPACTTV-2023-02-02-e1d6c7b5_95,433.285,444.169,0,0
COMPACTTV-2023-02-02-e1d6c7b5_96,447.734,496.85,1,1
COMPACTTV-2023-02-02-e1d6c7b5_97,497.721,552.39,1,1
COMPACTTV-2023-02-02-e1d6c7b5_98,553.015,582.961,1,1
COMPACTTV-2023-02-02-e1d6c7b5_99,583.534,744.998,1,1
COMPACTTV-2023-02-02-e1d6c7b5_100,745.266,786.16,1,1
COMPACTTV-2023-02-02-e1d6c7b5_101,786.87,987.1,1,1
COMPACTTV-2023-02-02-e1d6c7b5_102,987.439,1023.71,1,1
COMPACTTV-2023-02-02-e1d6c7b5_103,1024.077,1123.983,1,1
COMPACTTV-2023-02-02-e1d6c7b5_104,1124.32,1186.337,1,1
COMPACTTV-2023-02-02-e1d6c7b5_105,1193.097,1214.73,0,0
COMPACTTV-2023-02-02-e1d6c7b5_106,1215.147,1229.282,1,1
COMPACTTV-2023-02-02-e1d6c7b5_107,1229.668,1264.068,2,5
COMPACTTV-2023-02-02-e1d6c7b5_108,1264.681,1286.464,1,1
COMPACTTV-2023-02-02-e1d6c7b5_109,1287.306,1319.8,2,5
COMPACTTV-2023-02-02-e1d6c7b5_110,1320.37,1321.13,1,1
COMPACTTV-2023-02-02-e1d6c7b5_111,1321.432,1332.69,0,0
COMPACTTV-2023-02-02-e1d6c7b5_112,1332.849,1454.525,1,1
COMPACTTV-2023-02-02-e1d6c7b5_113,1455.186,1473.079,0,0
COMPACTTV-2023-02-02-e1d6c7b5_114,1475.75,1479.165,1,1
COMPACTTV-2023-02-02-e1d6c7b5_115,1479.315,1491.05,2,4
COMPACTTV-2023-02-02-e1d6c7b5_116,1492.215,1497.12,1,1
compacttv_2022_01_18_zwJZgvrfy4c_117,676.233,694.388,0,0
compacttv_2022_01_18_zwJZgvrfy4c_118,694.388,736.184,1,1
COMPACTTV-2023-02-28-6ac03a05_119,11.25,21.32,0,0
COMPACTTV-2023-02-28-6ac03a05_120,22.604,36.623,1,1
COMPACTTV-2023-02-28-6ac03a05_121,38.18,53.14,0,0
COMPACTTV-2023-02-28-6ac03a05_122,53.308,120.44,1,1
COMPACTTV-2023-02-28-6ac03a05_123,120.63,123.168,0,0
COMPACTTV-2023-02-28-6ac03a05_124,124.39,197.427,1,1
COMPACTTV-2023-02-28-6ac03a05_125,198.641,217.555,0,0
COMPACTTV-2023-02-28-6ac03a05_126,218.556,273.645,2,5
COMPACTTV-2023-02-28-6ac03a05_127,282.754,343.29,2,5
COMPACTTV-2023-02-28-6ac03a05_128,343.612,369.921,0,0
COMPACTTV-2023-02-28-6ac03a05_129,370.132,381.751,2,4
COMPACTTV-2023-02-28-6ac03a05_130,383.693,388.833,1,1
COMPACTTV-2023-02-28-6ac03a05_131,389.266,407.82,0,0
COMPACTTV-2023-02-28-6ac03a05_132,412.2,500.402,1,1
COMPACTTV-2023-02-28-6ac03a05_133,500.882,606.721,1,1
COMPACTTV-2023-02-28-6ac03a05_134,608.041,654.947,1,1
COMPACTTV-2023-02-28-6ac03a05_135,655.878,657.255,1,1
COMPACTTV-2023-02-28-6ac03a05_136,657.433,722.259,1,1
COMPACTTV-2023-02-28-6ac03a05_137,722.549,746.644,1,1
COMPACTTV-2023-02-28-6ac03a05_138,746.797,757.171,1,1
COMPACTTV-2023-02-28-6ac03a05_139,757.45,793.911,1,1
COMPACTTV-2023-02-28-6ac03a05_140,793.911,794.4,1,1
COMPACTTV-2023-02-28-6ac03a05_141,794.501,811.333,1,1
COMPACTTV-2023-02-28-6ac03a05_142,811.441,811.937,1,1
COMPACTTV-2023-02-28-6ac03a05_143,812.163,872.99,1,1
COMPACTTV-2023-02-28-6ac03a05_144,873.123,873.79,1,1
COMPACTTV-2023-02-28-6ac03a05_145,873.823,874.6,1,1
COMPACTTV-2023-02-28-6ac03a05_146,874.943,972.255,1,1
COMPACTTV-2023-02-28-6ac03a05_147,972.255,978.233,1,1
COMPACTTV-2023-02-28-6ac03a05_148,978.542,1010.41,1,1
COMPACTTV-2023-02-28-6ac03a05_149,1011.172,1025.292,1,1
COMPACTTV-2023-02-28-6ac03a05_150,1029.632,1043.497,0,0
COMPACTTV-2023-02-28-6ac03a05_151,1043.75,1046.977,2,5
COMPACTTV-2023-02-28-6ac03a05_152,1047.042,1172.532,2,5
COMPACTTV-2023-02-28-6ac03a05_153,1172.532,1174.456,2,4
COMPACTTV-2023-02-28-6ac03a05_154,1174.456,1175.934,2,5
COMPACTTV-2023-02-28-6ac03a05_155,1175.934,1176.733,2,4
COMPACTTV-2023-02-28-6ac03a05_156,1176.733,1177.134,2,5
COMPACTTV-2023-02-28-6ac03a05_157,1177.134,1180.365,2,4
COMPACTTV-2023-02-28-6ac03a05_158,1180.377,1180.788,2,5
COMPACTTV-2023-02-28-6ac03a05_159,1180.788,1239.966,2,5
COMPACTTV-2023-02-28-6ac03a05_160,1239.966,1247.633,0,0
COMPACTTV-2023-02-28-6ac03a05_161,1247.633,1259.211,2,5
COMPACTTV-2023-02-28-6ac03a05_162,1260.033,1275.496,0,0
COMPACTTV-2023-02-28-6ac03a05_163,1275.848,1398.0,1,1
COMPACTTV-2023-02-28-6ac03a05_164,1398.895,1423.366,0,0
COMPACTTV-2023-02-28-6ac03a05_165,1428.915,1435.211,2,5
COMPACTTV-2023-02-28-6ac03a05_166,1442.942,1453.612,2,5
COMPACTTV-2023-01-25-bafb6afb_167,11.79,47.605,0,0
COMPACTTV-2023-01-25-bafb6afb_168,48.1,69.711,2,5
COMPACTTV-2023-01-25-bafb6afb_169,78.414,136.031,1,1
COMPACTTV-2023-01-25-bafb6afb_170,136.649,142.19,0,0
COMPACTTV-2023-01-25-bafb6afb_171,143.14,227.688,1,1
COMPACTTV-2023-01-25-bafb6afb_172,228.079,262.53,0,0
COMPACTTV-2023-01-25-bafb6afb_173,262.6,283.439,1,1
COMPACTTV-2023-01-25-bafb6afb_174,283.67,304.31,2,4
COMPACTTV-2023-01-25-bafb6afb_175,304.31,306.412,1,1
COMPACTTV-2023-01-25-bafb6afb_176,306.48,322.24,2,4
COMPACTTV-2023-01-25-bafb6afb_177,322.399,328.331,1,1
COMPACTTV-2023-01-25-bafb6afb_178,328.612,358.91,2,4
COMPACTTV-2023-01-25-bafb6afb_179,359.169,379.65,2,4
COMPACTTV-2023-01-25-bafb6afb_180,379.82,384.483,1,1
COMPACTTV-2023-01-25-bafb6afb_181,384.626,399.837,2,4
COMPACTTV-2023-01-25-bafb6afb_182,400.069,403.401,2,4
COMPACTTV-2023-01-25-bafb6afb_183,403.703,406.071,1,1
COMPACTTV-2023-01-25-bafb6afb_184,406.998,423.283,0,0
COMPACTTV-2023-01-25-bafb6afb_185,423.546,444.868,2,5
COMPACTTV-2023-01-25-bafb6afb_186,445.116,467.49,0,0
COMPACTTV-2023-01-25-bafb6afb_187,472.111,495.149,1,1
COMPACTTV-2023-01-25-bafb6afb_188,495.708,534.576,1,1
COMPACTTV-2023-01-25-bafb6afb_189,534.901,613.89,1,1
COMPACTTV-2023-01-25-bafb6afb_190,613.984,652.102,1,1
COMPACTTV-2023-01-25-bafb6afb_191,652.522,697.49,1,1
COMPACTTV-2023-01-25-bafb6afb_192,697.817,744.09,1,1
COMPACTTV-2023-01-25-bafb6afb_193,744.134,774.766,1,1
COMPACTTV-2023-01-25-bafb6afb_194,774.856,776.05,1,1
COMPACTTV-2023-01-25-bafb6afb_195,776.097,779.7,1,1
COMPACTTV-2023-01-25-bafb6afb_196,779.805,800.262,1,1
COMPACTTV-2023-01-25-bafb6afb_197,800.812,890.23,1,1
COMPACTTV-2023-01-25-bafb6afb_198,890.413,954.37,1,1
COMPACTTV-2023-01-25-bafb6afb_199,955.011,994.045,1,1
COMPACTTV-2023-01-25-bafb6afb_200,999.672,1021.936,0,0
COMPACTTV-2023-01-25-bafb6afb_201,1022.306,1122.929,2,5
COMPACTTV-2023-01-25-bafb6afb_202,1123.098,1129.01,0,0
COMPACTTV-2023-01-25-bafb6afb_203,1129.16,1156.83,2,5
COMPACTTV-2023-01-25-bafb6afb_204,1157.035,1177.109,0,0
COMPACTTV-2023-01-25-bafb6afb_205,1177.968,1310.206,1,1
COMPACTTV-2023-01-25-bafb6afb_206,1310.773,1321.39,0,0
COMPACTTV-2023-01-25-bafb6afb_207,1321.614,1482.759,1,1
COMPACTTV-2023-01-25-bafb6afb_208,1536.314,1565.07,1,1
COMPACTTV-2023-01-25-bafb6afb_209,1565.955,1588.042,0,0
COMPACTTV-2023-01-25-bafb6afb_210,1588.515,1616.078,1,1
COMPACTTV-2023-01-26-0365ab29_211,11.92,55.81,0,0
COMPACTTV-2023-01-26-0365ab29_212,56.154,131.643,1,1
COMPACTTV-2023-01-26-0365ab29_213,133.2,137.223,0,0
COMPACTTV-2023-01-26-0365ab29_214,137.605,217.14,1,1
COMPACTTV-2023-01-26-0365ab29_215,217.624,229.827,0,0
COMPACTTV-2023-01-26-0365ab29_216,343.006,354.027,0,0
COMPACTTV-2023-01-26-0365ab29_217,354.3,393.599,2,5
COMPACTTV-2023-01-26-0365ab29_218,393.987,427.981,0,0
COMPACTTV-2023-01-26-0365ab29_219,432.151,489.334,1,1
COMPACTTV-2023-01-26-0365ab29_220,490.093,553.32,1,1
COMPACTTV-2023-01-26-0365ab29_221,553.538,640.789,1,1
COMPACTTV-2023-01-26-0365ab29_222,641.677,836.81,1,1
COMPACTTV-2023-01-26-0365ab29_223,837.02,837.56,1,1
COMPACTTV-2023-01-26-0365ab29_224,837.579,899.61,1,1
COMPACTTV-2023-01-26-0365ab29_225,899.72,900.15,1,1
COMPACTTV-2023-01-26-0365ab29_226,900.178,937.72,1,1
COMPACTTV-2023-01-26-0365ab29_227,937.904,1000.444,1,1
COMPACTTV-2023-01-26-0365ab29_228,1000.812,1041.91,1,1
COMPACTTV-2023-01-26-0365ab29_229,1042.1,1064.068,1,1
COMPACTTV-2023-01-26-0365ab29_230,1068.33,1087.748,0,0
COMPACTTV-2023-01-26-0365ab29_231,1088.409,1156.9,2,2
COMPACTTV-2023-01-26-0365ab29_232,1157.21,1170.348,0,0
COMPACTTV-2023-01-26-0365ab29_233,1171.287,1308.03,1,1
COMPACTTV-2023-01-26-0365ab29_234,1308.56,1331.37,0,0
COMPACTTV-2023-01-26-0365ab29_235,1334.63,1434.19,2,4
compacttv_2022_01_27_WU7Ga9cXvc4_236,78.433,102.95,0,0
compacttv_2022_01_27_WU7Ga9cXvc4_237,703.22,721.68,1,1
compacttv_2022_01_13_hLfcV8qf4fY_238,20.15,111.04,0,0
compacttv_2022_01_13_hLfcV8qf4fY_239,111.07,126.48,1,1
compacttv_2022_01_13_hLfcV8qf4fY_240,126.48,143.401,2,5
compacttv_2022_01_13_hLfcV8qf4fY_241,143.401,166.59,1,1
compacttv_2022_01_13_hLfcV8qf4fY_242,166.59,173.32,2,3
compacttv_2022_01_13_hLfcV8qf4fY_243,173.32,188.8,1,1
compacttv_2022_01_13_hLfcV8qf4fY_244,188.81,201.25,2,3
compacttv_2022_01_13_hLfcV8qf4fY_245,201.25,206.8,1,1
compacttv_2022_01_13_hLfcV8qf4fY_246,206.81,234.97,0,0
compacttv_2022_01_13_hLfcV8qf4fY_247,234.98,326.22,2,3
compacttv_2022_01_10_kX5DF1JDnqg_248,77.05,96.27,0,0
compacttv_2022_01_10_kX5DF1JDnqg_249,96.27,129.644,1,1
compacttv_2022_01_10_kX5DF1JDnqg_250,129.8,157.066,2,3
compacttv_2022_01_10_kX5DF1JDnqg_251,163.97,181.79,1,1
compacttv_2022_01_10_kX5DF1JDnqg_252,184.69,194.57,2,4
compacttv_2022_01_10_kX5DF1JDnqg_253,233.87,250.9,0,0
compacttv_2022_01_10_kX5DF1JDnqg_254,250.9,272.95,1,1
compacttv_2022_01_10_kX5DF1JDnqg_255,272.96,287.37,2,3
compacttv_2022_01_10_kX5DF1JDnqg_256,287.379,309.06,1,1
compacttv_2022_01_10_kX5DF1JDnqg_257,309.06,324.288,2,4
compacttv_2022_01_10_kX5DF1JDnqg_258,324.288,334.0,1,1
compacttv_2022_01_10_kX5DF1JDnqg_259,334.0,353.4,0,0
compacttv_2022_01_17_HU1GFKcRV70_260,83.7,106.25,0,0
compacttv_2022_01_17_HU1GFKcRV70_261,106.27,144.51,2,5
compacttv_2022_01_17_HU1GFKcRV70_262,144.52,171.433,0,0
